x,y,z
-730,594,-389016401
872,807,663055660
348,-480,42143717
488,-312,116213965
-336,-666,-37933717
-724,-16,-379503435
-696,155,-337153376
-483,-641,-112679223
-680,-243,-314432238
137,-169,2571189
143,-563,2923649
-505,967,-128786653
-131,735,-2247351
901,687,731433393
-859,72,-633839702
239,518,13652442
-842,290,-596947393
-447,-744,-89315362
-517,-217,-138188625
344,310,40707899
423,-274,75686698
836,1,584277062
796,-712,504357629
-700,-116,-343000111
-684,171,-320013328
-356,957,-45117054
231,49,12326445
42,-64,74029
172,120,5088573
654,-149,279726120
-617,-536,-234885644
-203,19,-8365403
653,949,278446031
-728,680,-385827667
-22,-522,-11165
206,922,8742743
-1000,345,-999999650
-580,-874,-195112869
-365,-608,-48627728
-280,441,-21951554
-992,669,-976190814
-312,-620,-30371943
651,288,275894744
196,-523,7529018
-877,-426,-674526554
-239,-285,-13652199
997,-367,991026611
-983,-583,-949862665
-668,420,-298077207
585,715,200202345
-882,-317,-686129280
601,-152,217081654
780,-437,474551568
168,-690,4740947
205,966,8616096
-939,95,-827935919
706,75,351895896
856,334,627222355
-961,931,-887502745
848,-344,609799853
7,-681,-333
844,112,601211701
663,662,291434914
-206,-776,-8742587
794,-871,500565318
-843,616,-599076486
-662,-312,-290117835
226,925,11544106
412,7,69934540
468,-490,102502747
303,68,27818200
-398,368,-63044419
-540,837,-157463158
678,-316,311665441
-192,-341,-7078224
-701,-495,-344472591
-913,297,-761048195
-412,984,-69933539
-389,540,-58863324
265,-452,18609178
-177,-999,-5546227
269,-921,19464193
307,-552,28933896
652,-555,277167258
-519,553,-139797801
467,451,101848019
-828,-815,-567664362
-19,-595,-7449
55,178,166558
654,-494,279725775
980,180,941192185
-460,-277,-97336272
554,456,170031925
-144,749,-2985230
534,-12,152273297
-390,47,-59318948
-944,933,-841231446
-334,275,-37259424
700,58,343000063
-607,-572,-223649110
-488,-415,-116214682
551,353,167284509
110,-82,1330923
157,788,3870686
-337,-325,-38273073
103,-188,1092544
-53,-534,-149406
-176,58,-5451713
294,826,25413015
-399,301,-63520893
-930,937,-804356058
-763,-275,-444195217
-233,-611,-12649943
-355,855,-44738015
-781,281,-476379255
756,841,432082062
697,711,338609589
-867,-369,-651714727
-54,43,-157416
136,-868,2514593
-10,-409,-1404
-910,-648,-753571643
360,-890,46655115
603,-9,219256223
-335,-132,-37595502
-8,-505,-1012
864,-525,644972024
419,-269,73559795
-939,-670,-827936684
-927,638,-796597340
-625,-431,-244141051
63,633,250685
153,-662,3580920
-682,-928,-317215491
653,546,278445628
-324,670,-34011549
-11,-426,-1752
-338,525,-38613942
-895,190,-716917180
812,828,535388161
331,-658,36264038
-590,9,-205378986
812,666,535387999
-60,-610,-216605
-882,131,-686128832
407,-853,67418295
762,-708,442450025
-263,-208,-18191650
176,-910,5450871
175,-621,5358759
-112,-398,-1405321
-918,-12,-773620639
-798,-609,-508170196
906,216,743677637
-858,652,-631628055
-555,745,-170953125
974,291,924010720
-509,-18,-131872242
637,761,258475619
-371,522,-51064284
619,205,237176869
592,655,207475348
-672,172,-303464271
921,-339,781229627
-298,3,-26463584
348,-671,42143526
-686,-295,-322829146
255,-664,16580716
76,-154,438827
666,-823,295407478
60,-168,215837
616,382,233745283
142,-80,2863213
-235,184,-12977686
751,907,423565663
-816,269,-543338222
779,-920,472728224
585,-359,200201271
18,-738,5099
-796,241,-504358090
-931,-182,-806954668
509,140,131872374
-603,-156,-219256378
150,607,3375612
85,966,615096
249,413,15438667
861,-21,638277365
25,-543,15087
569,107,184220121
447,66,89314694
-924,-235,-788889254
-559,602,-174676272
-752,306,-425258697
827,-332,565608956
-943,-678,-838562480
-930,400,-804356595
40,-987,63018
-2,771,768
-526,304,-145531267
55,-69,166311
708,740,354895657
-195,808,-7414062
262,-393,17984340
-732,-914,-392224077
-819,62,-549353192
106,354,1191375
388,403,58411480
-149,614,-3307330
-232,-973,-12488136
-851,324,-616294722
-40,-628,-64623
-545,460,-161878160
248,-244,15252753
937,-940,822656018
-395,-560,-61630430
220,186,10648191
-170,888,-4912107
717,-231,368601587
638,409,259694486
209,-375,9128959
-195,242,-7414628
919,863,776152427
634,41,254840150
-918,-641,-773621268
-630,673,-250046322
375,891,52735271
-906,85,-743677326
187,98,6539306
-128,418,-2096729
-450,99,-91124896
-100,179,-999816
454,420,93577089
357,552,45499850
214,164,9800513
782,659,478212432
-36,104,-46547
581,-445,196122501
8,-723,-206
-194,245,-7301134
-791,766,-494912900
-176,566,-5451205
783,-289,480048403
128,-472,2096685
410,-425,68920580
808,499,527514616
599,-795,214921009
486,-980,114790281
453,885,92960567
-976,602,-929713569
-563,205,-178453337
777,445,469097883
143,804,2925016
733,241,393833083
319,-469,32461295
-281,-211,-22188247
542,-10,159220083
681,835,315822081
451,-554,91733302
-361,601,-47045275
415,-174,71473206
-907,-607,-746143245
117,-539,1601079
-287,648,-23639250
-799,-257,-510082651
664,919,292755868
-735,675,-397064695
648,499,272098296
771,-593,458313423
231,614,12327010
719,939,371695903
-454,-995,-93577654
-399,646,-63520548
257,-307,16974291
-8,911,404
701,677,344472783
640,911,262144916
938,-92,825293585
844,524,601212113
-719,-856,-371695810
921,-715,781229251
559,-682,174676202
176,176,5451957
-736,-584,-398688835
-770,300,-456532695
-496,-147,-122024078
445,-193,88120937
-188,-152,-6644819
710,881,357911886
-884,-322,-690807421
-244,119,-14526660
-357,479,-45498809
724,423,379503852
-490,-171,-117649166
35,511,43391
-426,-346,-77309117
210,425,9261430
651,-759,275893697
-432,182,-80621381
327,197,34965985
-715,-386,-365526256
191,294,6968170
656,469,282300890
362,-477,47437456
594,320,209584909
97,-354,912324
-185,-21,-6331641
-579,691,-194103843
458,-764,96071153
86,647,636708
-350,960,-42874035
677,-742,310287996
707,-732,353392516
-195,-516,-7415386
594,-243,209584346
122,553,1816406
-178,950,-5638797
-825,516,-561515104
253,968,16195250
-160,237,-4095758
-828,605,-567662942
543,-590,160102422
260,675,17576680
121,672,1772238
-147,-626,-3177144
238,197,13481474
-522,364,-142236279
431,-655,80062341
-746,646,-415160285
8,-391,126
962,-149,890276984
709,818,356401652
5,-203,-73
150,330,3375335
954,-37,868250632
601,369,217082175
97,989,913667
386,-876,57511585
548,278,164566875
188,-178,6644499
99,550,970854
-270,-541,-19683536
946,629,846591170
-563,-578,-178454120
-818,-437,-547343864
681,598,315821844
840,-643,592703362
-946,-897,-846591428
682,748,317215321
-754,-920,-428661979
691,-624,329938752
-92,-460,-779143
-433,-733,-81183465
-933,-249,-812166481
976,119,929714300
-124,-632,-1907251
-857,-288,-629423076
-65,832,-273788
-384,-507,-56623606
-490,435,-117648560
174,718,5268747
648,259,272098056
160,-177,4095828
-794,-243,-500566422
-476,71,-107850100
-803,-766,-517782388
846,395,605496136
8,48,565
-970,-127,-912673122
-431,-544,-80063530
719,-327,371694637
808,419,527514536
-219,-497,-10503951
-454,-951,-93577610
591,549,206425625
-48,171,-110416
27,-694,18994
937,-424,822656534
-711,-836,-359426262
117,988,1602606
-887,-110,-697864208
507,-241,130323607
242,-760,14171733
-862,795,-640503128
722,-104,376366949
-687,-90,-324242788
-702,-497,-345948900
-623,888,-241803474
-606,330,-222544681
-181,-434,-5930170
-267,-720,-19034878
745,817,413494447
520,41,140608046
955,221,870984101
-865,792,-647213828
624,941,242971570
-132,967,-2298996
-501,-576,-125752072
-268,-263,-19249090
-514,-151,-135796890
116,710,1561611
708,720,354895637
257,226,16974824
-87,400,-658098
-218,831,-10359396
-491,-155,-118370921
977,-527,932574311
274,894,20571723
112,939,1405872
-263,-67,-18191509
-915,-272,-766061142
-323,-144,-33698406
-206,750,-8741061
611,570,228099706
-602,263,-218166940
300,373,27000378
888,-931,700226146
958,-418,879217499
357,-227,45499071
-797,-362,-506261930
-916,-742,-768576033
-613,-622,-230347014
-897,315,-721733953
593,495,208528357
78,-954,473603
236,734,13144995
262,640,17985373
-485,-960,-114085080
745,751,413494381
-322,454,-33385789
480,-56,110591949
552,615,168197228
677,-760,310287978
20,642,8647
781,-267,476379279
954,824,868251493
-558,476,-173740631
-818,236,-547343191
493,-374,119822788
-931,329,-806954157
-210,165,-9260830
478,-865,109214492
31,-288,29508
-53,428,-148444
-810,-906,-531441901
280,-653,21951352
843,-181,599076931
-111,-354,-1367980
-257,-23,-16974611
45,-394,90736
392,-867,60235426
-461,-756,-97972932
-719,-432,-371695386
582,110,197137483
260,-927,17575078
-900,416,-728999579
-739,-468,-403583882
935,-164,817400216
-188,450,-6644217
75,-502,421378
-13,-403,-2595
236,-449,13143812
-968,581,-907038646
296,-954,25933387
911,-69,756057967
-434,-579,-81747078
883,-701,688464691
-274,968,-20569851
227,-52,11697036
809,506,529475640
-583,-963,-198156245
-682,-6,-317214569
714,309,363994658
-890,-816,-704969811
-538,-899,-155721766
105,715,1158345
478,497,109215854
-203,35,-8365387
715,678,365526558
45,-455,90675
564,533,179406682
-195,-528,-7415398
677,78,310288816
692,-562,331373331
-31,664,-29122
-966,-812,-901429503
-633,-629,-253636761
-549,-246,-165469390
718,70,370146307
883,-522,688464870
379,-316,54439628
19,-431,6433
-908,994,-748612313
747,-5,416832723
-750,536,-421874459
-958,213,-879217694
-512,778,-134216945
-134,-338,-2406437
313,78,30664380
-672,-580,-303465023
834,294,580094003
943,-87,838561725
-975,-903,-926860273
640,-929,262143076
-198,985,-7761402
392,-765,60235528
713,536,362467638
-132,668,-2299295
-522,-231,-142236874
-436,-346,-82882197
576,645,191103626
848,-802,609799395
581,-725,196122221
911,723,756058759
-839,-870,-590590584
