x,y,z
-231,722,730897784211331033495478993162875264783078116220674106303191218147581528309985670876579310715342084748109451504129099185084457549890236649398337152948833927843462564951399507662045095211125631530891542722351838848468108843551645396764781051764270153115306172685357953971300853795960084634998467136139721222952453909103052060117296593976077224698044337590415196972584684269522613399087714384670464428658026278526918662120924354864302604327740381717790176655483049491788270993864121006887721996918833430533076614516052338169821019533387791000587420362496835497063612257731558256324903026622341295389070677147399159348209243746242449433428487869921019142221934839607837195187177610159991525453186498221128227304810478796586964546550266341495231976690481343808493507462456150930462756983056231741029407717502392151753189053761873262875653997588061024968627958402612781620997158103327739488271169387650906287700347635579255298305004137813897091021357950870695885204749394246139730374732515903227221255266893852528364630802930342739538318847721449321681834944478603215462915660193930641218697968730573850459915919568871625319418760796283125895910776775844028446922687437811557562579464462535328691672747312451803534501890881794769435849620570955137585245611419822843779213993609466502122010036716141714667016902133503473797795417822276910449930296593166960407372895113058833534403333645330419348408033504448328705331399526419003771621301503688529588515295795537864320439280260148836496206907108456190564776914401458376740371299888754989752563933811856502748638258995153360655135490758704229273203975950869410337166151227239179186792081252520677574154070397066548211807082630218089448888915732198296001813482578498253613103469341843076551803469354789357049597388098557189940429470872535375304842712854759941407763736745138656207570242692576330800079297191555491423167110136072287722907713964720454315600752423252032688802814568580986494835855925707346099714119012068950964037389090251774770956545318058566526561835372454876814072305314785938432517898755883667927160848372
267,-544,112
-611,-666,-107
532,-633,179
512,191,4757438078249551970728685472980567992724767460026960432932800878433495301107485815101280917583738558822471495690169599852012416707614523127865237736884614216016274674111318446499952366875191831036684196987770397044053929686588139889454656529076885705593121428630076750089645596066800427311189104681913213641208728814597773496123552925824029488591041429345259413829129763837538590825006094318986452952111757752481288119593844373238185965
-498,211,26521499060013726569597671373379046683733575573704049827947620715911029840232870154635323349480916678523576344619495209491143811704856260215933651886690604040178487350554322259124965230375319512890325055737944497298432845407025464265247090453571290164068811931408314661580582283479472146145553579624275636519269032504905641290037469899189516058270570453029862191943877780505117900352314507301495630393941363681958612404278046351683044810971692560784639970806098248868302907984636133029444732
969,-87,288
778,-351,240
-790,-62,-152
681,773,3653833883477308150517844431528407317428440004329821061528607925185164665765093512261877690649392374174258433342437988902062678518141805889017890592868354339604074119949920369488499139449911863393766882000943370857179362737008797816144013431269365487265684545581706289547090980265374241412646630657285462681461508531969558033374121573966250309957782466174856023291493452918543673527231297525591102277754420995272690594223357395424948556165194489760297789894982609713499919889560468839913521034711792972764037505113060706644255987325270789011344484670619510064037105495775670349182406986984429511010196941519560496615226823039244176601853844663441031387489395432671625548473720998734942609238991059311740177040805680135376081890000421317324997366822152832436202542470695711043461355306965417254634478653286052077480052390296246534444422428045927561763763258229685452501845346127844458747471538164306223974895582176926217367248544761900651989667428402332192188210395289058403333275722907261734523412944435920619135565516955095602477578833794573152475691488624853446373362962364735119488564980512947874823473645836868618905840249108791521703134941773992560987593586631165441342002468086851024405500030507070679675502843033618591571064712549559251800305064502313378077023747506935597983509622144080408770869943593777940185044373154717709191449507440079677253455161166635446542820438328523102308150362970424009104830010205962489056368192687866325636579410899183600417568484889819652218748051716964372807819079803851875567475666548068582906105351300566299706697012323604757541777115902238917830726508644107915960021686280461011547270179691444379786668339503707431251699162289781526895757286883715161329459426653125607424535060675264604628361117213673534126199722564894761618867765676018795082133305968284572084986480096130349022114443636357069009200149500798362498968742914023746995956785888660909003015966737850915408744970087897220639790164700612008798207842937801751415187928386569209071888215512746548201736251197022548936405945307712402841286173279000468917943479206548660789953864858403012723137486660856011497401685668630820890961429202974349825447960679209765008568098148686927140095769179858442035228400525590826331602940692443149
203,-308,96
-415,759,126913524398683922794033781320990790871697645224482174859484421610525833010452026623492366252067733031811788818875452295649281358077325678080973873018566968782306503934129138815494205577513735529572258865997521075707443732288858625718609831397676708334472936703419280426861619048595778411755778360453303244778342472567045483774132904761690515411845059198367552841111395988661137751760438892608695866725845263202872235802190903099865532226577341183967134765787306904895956016408412597226889529647022508455688087949677863603463531223275538513242142370354310927422316338910755989074223333744003447460307610228773313770128264071969463488282856791849516753356572774349798914820488153315897793398452216573747857704957517163982201715589807568894169020515047861696221113168544484300503767029413406830216244465169857451208973386192781130574650946644465135395306671563912691162183155283032120303285952046053257311224252110992153312567017301810717651417584558187211621833912609931373296862912966716525676474244636390115078877170932973611779227210736198080577890191418880543652573540025346447508952745220757762297977451965339027679113716632597247939693031438675985560743772550676108742549822079354693957773027058699206788413212591242789920366256914280592104850231314539951253301414690948041888362700182540617802946181204110764883758708950489313711614843577538848539172829428818176819934025590537316174342852707235895522632110680919878633671436510456334717148722631321683629442715876021436908816720406445436819342623669849725587595695755299628090403947678749633871514016319211491394941279619122454576414874076273759713397059677889024541558828031039896974999380165198994238509069792864088939549687014252186957519947302033966541006846589855727395891390092325113408227562336099897068871848671026004488986495532306047030252626996044017727283109042532164397168778729109390970255456853034491778186405615603278457232709310251469143469667913651932560830365385904301081322850606979738222102410932938566317076315350638098351334600505021658125782165864216462262152422398482663352806872426776336050483274931707126671751410693483893394929035426669101291550455704218635956292221442729879695352069980836210285407181
973,-252,289
528,-529,178
127,632,1130299341191818071868891132446725263717078719557783813970061017973629842683362583486237258501647139493004159059784213180290972539068488672976579931237730746025869664775445529558527109875864335558506646959040877846292519045847076324092186011063046629703737064285143978857930782195792424408935303763167442159568948711280195354997949085186609066071215252044093075231911537341522605280280045525038095149664974567160930361897553916813014182071016083848242586345878240336705787749531541191991424410031907442559065377348171912798916885183906953569511284075972486058365030012443028875873823056804404576362700978596064692637963386387969420535206376226744825213197971613614790665607520917147824034391436658972456190866343681770015708700744324672472025958927538514497101966387429959701416465894339776367430970642169807039804049553896997361731692364035746268059676525153473134957897045522760340820840849487385230530686181987901492523699954733416090300651899029006740127082645689472701006717962350996840904444277529354015732088598297205452300602144674085485287897660139743041547775923131560628029139482456015360763062972044431757297676757115510449433146133027775411737276291812343651152445647888602207078753565349466207814828438429279053856013064711445410321814581223156590594807389542552612811954693868967406814049941195658094620541017672756812508892522756015400347178711978798323798954908438402452149680347158190237931113957097809062876725549481892352865638269378236398098775451281958351103187491228337334152849942291634682254442004220467069994149437773619051413431550498958395285762775431505905755019121738570344218238214758124531409079876914207775188271203098173980674797061185781278393231635514109022190601498314740166878694069757082720958576550023446086033394504148649903128653
-143,-239,10
90,33,129110040087761027839616029934664535539337183380581
900,-598,271
-839,663,46075423145508327682109728103297585392269658650226623520913711822196810645756178231478765832467855758497772246135307755481352948696096625770375228995682925036208910566359893500504987526308227670830861447751146807019647701874281781461548864986996384084980384672256253539985802157683024240454205517969335995215500370648011265797588709508289605043056736127999730735160037515134517595110743230538934400516601731837624124447527030056061527841950078633039916356564365922733225014309178517207806113677860393169900584337444793266386695174544377798625094198323179416166604824018565514124924439208267229259854099729562113226403514320662746465229911664204502742447224520185944834157506860878034065554076699603652838059137393163995096708890587732672353629984125365294597209388067385751069717578344695470563448973772155219921548493166839610218318167713060980802313854368650279662588924285955370999944526586255363313554463271159039207964973961428734043425194356751240719704388141390255056567821068674347181101847654460972442251710844186341112553722692683321415686858608460798335234183251825673296195581923128962615753474604755283741158314543831873394558182270430568754561045516837654296736963574086389902280381386969810554125863745555704462126819011742943415501614181943387070110734455515707250615464050764242351919984844509833090068121295036582384809910937931536561538623644350158913344546588463183045705275878458477622382050182821612080778051086185306971375850240328307133849463275551458687768656215501162013065645275886421023545583349498691765178092091919366928567145083266038165678698673817188559100856132473156981318300497771126931078234638917289083911000137098951855939804868260433470770325794099652689552879059986808856203974066764725715588811354263321632366869132042142614834044426404367720544597377611003943963767441649710261966181223931423983873810578816910511622384002258883
-968,-527,-196
-818,574,412502168959644110714003738652433709770978790252715728219510174142635251016698138588812796796089670266535120397044473638718343172769658645294769914927898022627463306417778736953405114512662447026877479933018806775096563435190396204847736761469444605264345987333087378813827904291828954779871798916350776829103469428767423578020473473177472545636521634885037373400014679198624539819015905229294328617340659938620328291062362175702504303154634371597746772694251564795567145417226092099795806351557775551746800567345257676093676333134867909585288854830895709365946210757865937471158518458837975140967574968545754682754987268553282113312774751157010540339221720507119598503155035914780910982139322821731184602306034071202654023220803371383131498948712779609721843764182169733276533904561605951225148290621818797123982585230461204619250026219264794366397845114780946430797420808401917761639931690225870070563446656694507762177648301006661378692001651644883214390171455147221462439537091563358115937120272758937840018398963358573781134481374111563850658999607781564573051582753547118479142204051621103737490700217693965115630139782688783121238428398284959792962521021807122057914613627850644717445346821853871240047350606431366881788653787837649349024100349485371281302466070782789825130269241428580239958751690471978186470341075294313324863164232713299222256895140775959261946330791763954607367638023593232847731892136246116877911689560669309860131770176846897051333269923669921712240537675162162972144659582451190450207759999619997814394524865863027722765933059409104298719637574911000417
-29,-108,38
-118,-406,16
-611,989,17747304043153940290733761524283978452252922383305289876887881465930349129078182815774982318499780091696194402326917598337326128582512426480302035766693007320404705017869166850866196849015239632704492691522336541639983932907953349130195444168715340468897571395156011048500551836689495918551591316707014533352161985526561900905295775125676982573489560334976646128788288788271326756021156844938288374124024643342714354096113964977689972931286384035264875784061847123540593229529965255274211413819385677858632259224803440637951315249328354365990415634768638206527557429767048712194340485745143189601767748451136673308301511560774469540070190743832285198435573474573971435212341510726945345149465972558458002118289187986409699423517076236222872716464318836956987992689232883590270570864872066087383570201605746225783829418985978536796257313905196904461184013878929751801070346404506819812791316083121005411517935233537095622423560840047288632812708052927930421485271129246369237860819072723860958425441402818851562938639960714361204960365074414323634464883984837207723807097513088900111109581898383255583721750257590431734970904456176435819286145574950225856468199529360029567912975019074017818446698312155982868685572984998689829330218757936316856819404364032112006613638200803951244314460156443229967837832839240700068038049990957061338489044312956163493613094769848399951344944943637829366701488964746767153645733688673398782089561039997112559768494536470051489927548929626837031716404026801539013530171320808175307618801578219603842126906489975568193806645496866463442973134994977023054264910734348821973133901745863679385947673855623167399398057705162511693251534181221198600102349098715919047178272440814035662005509547521197021621636110932134715166915689625589148193993936798077647264722420057364527813486833122991733635130338463864786498696421020221049735910357494753773525387815444891021065509191623665878682317546089190954985332919502271250254519982875275726814762593773476673790534435323190980701718775262241993254231730879923965564324244731480407952846292091911622704703168223348574961161775654488195247528759473113563652598267693396494162623423781198650752270330491086438859263112163408424573544660557187595406788205936705105966509446147051953916658486567230322757324350722681812550168572463758175731148218298402439957255676161707947574215600163826873234661171733971497929437276999251708094631096821993860588068519893030876351145206496186363829016494353123723360486158982496438281363291513741134590815662462730551912763691063577609743793637571259222204524101432449478603122162634709854012749659953429375283994374646776855725926999026969882475359313487681592391780288272134163505635025943989845422290488708349079749837390146863476780596138760883046562945228430556819585291558116777895663313585377960055667653013670654761498614009770602187683823401231310913581764308216545662768748564226777245942162476208491434605335167707573304629949824756556062097218402
5,509,5240240380464278743038995935164729519022960120789397597473156060006733975688834520162022913119498661811536296970894660221944785532882379972180209351818755937686374464831076775129977591118874007277177769232701178035793622110468583105820995869317107888111030339094119730224614498238530470309345955209289046333268659754025697993820321327528576665084160745994968081952548351844292737367510053066902772974755906581497776725352811031547027961751700611549790988723017891603976699459934147329895538758733283682604326997041974565376219471378660212685343149692980644830533948774497337813380050282417785347438886005791032456579750811817794376292526954586878562941564778295439225606084209474874023753593163886560828535643729573265753937810724408756410646424766759354297244156679059800300042977659576867366022741421236217668170444937601286230431841851714743926805728553764281741069894949546084195770081067594880875519903226718645472813449139172639950182022438627082735260374229083680235941700684700688431686035673317719259864047774086086918489617688801234225254582058990118862064002327820251223938972603639481176531425559740319585419825981843376278277904788218475398662138678271677090801489578564194008987003188863738562864947909718108590545720841315647311798913504045448587075816910272902834164709150355355797010877441039812954215946958352860866270491057877162292684106820265944067453995036
685,178,37563012170865030327038851941611995658918439917359846473345664818643899925658703575150373687348679349569982171743783143287143226602492207008624066974685414328412910285207447625464275583985454173002004558041126226291101140705752871192880039850981406474482033526768727393963791392505342047441464129874211800881545003816786915554477833121677317668572694945190777914382669360116060272267296744637793829081
-429,-959,-62
454,-561,159
337,328,1609239697551502998110174515226071170865032712242140580624858409715887454825084227337598335410308708698087460264895165407611723318473981890267326903892004786429306554265261568587695555263682880132860278509659554172580873641155567155917125405923843432537355174731853926497701973732269850611920301008491248248530626170658591297521537182322659431828245463504967005757623598603282918416289530226302935113536849791492469412916642977877832627666821092446947468041542228233514286711420390703951573317277920658353523066402079337044519354902272903613282763008943305712413845466224746557969551661952107354842138737270284869877355888474010652714680290582300144828127981978439801529017757596512472423528368260315369880292218862382203175947899224991642012322647287555234490293098006797292327951859147846523193938730034447450801793491009666
623,680,1276617049530443549146144452074065239718234479062481563132276262868588226785087657949467051612811269002016426668074167650931096370863304193308872057823844330562646969609868259088323776033275911813613848690527511549909532919100262056305383363519041294449147123353165999669489778982569590708441876210295403044112807419780576764589934092228229874688289467626203404780486868737259052449647705190515628876534912417624560680593276368759621793878021465494925562072037184541762516011213080751944430490248416283469856653384925975043215227657388949929933230907495181517508120917706568563404493263372480532803631878343219312942573411548207254518147449546120589372941053407020605117872885646434865737556296771631449121321213610705857002709350069019609809998698558806498796801995894038662571344765537837963807562073290645367679501935371715053428363697426541590930996630301433909820552100998387205713953758541799284489388434099120877049888714650487712107913162591628524239672223065302085723610640623551488064373334198034984757439445083844040315161342997026341956416994148556790788734789640903011618949050844941042195703174410196445357521240513732763251622353665907598825472053074656025913499613036860117658340954596938409662243784670995861656150701249677334937600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000201
600,865,330318545145043680231889425890394554820966177191422522160338957145156513776036447667275480179203079401403751763372719837747975353657724943242624807112998788226535044832117596375684999435057055884565604783453805136691610949851856243156796464140604933852259853308746685127696727900826255251269065616579502651814616428628758120015343477631739843600121824325104907744187614857096003559880755136437184739843740150495672135309336905652262663616875279856642741738454027245812909288251780041574865440260521746040836671981443802000122900808936138291482973619895185901721016443014293333838317510451038510748804104816735525362998408283590159989482263437535487373110017692796109661841037413799225473621736249133805414088665096032547782175342545977481526152158737989545990331405958263116723794034058140205821739916140240171040282483160000223109064527622926138664891185699747765616543996049066900364097318547037722150333573806529270966079994656953357897599133223695602203619526232590438387792085699733785764024222460323765348401131770989992560407030219446503037527282141856469550644598362357708134355850061667797888561335515833532320505486801375963882402174792103373683259371806804552722346852443005686793416030246659883124152700126101665097757177911755320477241991596823515288625400156913201243991609164379787145843832408904054567805302146921304041522486947864120769514679608040777189335794135627185279320732423796016283414893820340419677744542159368744748939935696490344257156865618248299450850109011959783991107469564906331455204894190644432629743769473349597686575136492083430609483267553496750303251934806381350799062315127339999002704229968832818123893255989545251094928700073613728456539489563826744454560640583198590502729075229796328761887712911567016665362760308275326247367496411060954508683006771058160243538726627514696737619269128064249345988319634640226226963058669671659608146259902226605210970286279968569844940577377791337742430026128385684106501939910054091984327753209089882008864153216353215015153281730610091174772850687147539003615257513463989384741594553118718486932815758804577923021212627631527112948101558104046502694867669231183838685608980417713687660349836028221630612868579551266144186476457646865376944451509562439309125919052010274767053914161444330986139835273517409830413763026136177522122584681848817981819632997011244348347895080904688060755052228481581376732060216458427128083766786923776767200896746222830288274579644006828059860066910469271821502457401763857249840384885789836000302699403619044460356235504150390821
-452,211,26521499060013726569597671373379046683733575573704049827947620715911029840232870154635323349480916678523576344619495209491143811704856260215933651886690604040178487350554322259124965230375319512890325055737944497298432845407025464265247090453571290164068811931408314661580582283479472146145553579624275636519269032504905641290037469899189516058270570453029862191943877780505117900352314507301495630393941363681958612404278046351683044810971692560784639970806098248868302907984636133029444744
-862,455,2484193831126085262225647260122143395097499255527369453590522706692033202183783431206984490901206838431428673521757924271191909561215657024636389788364901299607448592204916484260343256309111390705926658071699606009859852938654815641812317871502745750771946183545736164041211293247353485045024666041544847339634512635116874582408529103295769014881784635113300969227954432977222127284413558645009380823521856131159280574997828463095605901874996562229331233791058131915796418177667192755151350392820641807879282902336668159285761916576962987908815599950407259775231381887213057094010069245691289334062448649112002468951769858313370904503228568163384792230732611330920003124341684778094990619502248263970916827887064535258937549506448276514584718755803793805562934799366062439365585558077597576757829516510208098922201731935828165311870207560219304353517884333583453530714383074340835174669229291369744194592204241462591074584822416959956965138872376814886206610023372539200131454036788835023596864270905087869462208247425266549387412014871355226267343553671464770728836022687568345766208334285084956183098492490451646550372047494923868520968566504662871254395381452636354900620485608442322700284421443939208984205
-20,-796,41
176,47,3877924263464448622666648186154330754898344901344205917642325627886496385062953
449,-326,158
495,-215,169
-707,-642,-131
137,-516,80
451,768,90660265007035565939861314670034818580667586562578789781978429113008868940777787152913399814588993151562439181942379910672570066347808300879504858591291292904939091527553696744434771520828869252662994490699023557205129440227089712270303355322637083642091024832279189485446577625069819669036177706964164083528693880282644938012593014993530114344714687968119624143319164093304404402808797398211833127758207497044580856188259754904780042405812672297013961967075391154410180455401357172678905695489658259381024033796695510560682960353446797504461262372398118292629410740970400555264696864176694490642237804543074201889960017043045648858748329742968476944902465132823752299661852636338090616170080047145467740033950103209286356505334838772354033686788918241694580836891112411687244733991762858100186664069891022158631485932221604009116896937326796869248358932583162078654461578341531627564479965793012180015784136626961735795934332945352500308546056414563330192515655198697713376700458733801248305606321439039212648053694777435697894941587969713888420851463571436444570924589925073184822928605179443221228353804877771210504692796497643420778092748291971713576288064475104306986405509777900372996857742742076481119203456554157464079963103502941564934896871175544479743781746380731127477949554555937575479439910785474259600735594619486172348264851914188588946106260613038519295331381947461423565033574650120410949935346797865435901173467131237534430433673448130746036822124765098279349726570756678803962931635027925164189638368412679262605698450810923285202815573401285970907108867539009530262001663661161177977715872159148346127850880826437243243330244920570818550726873869781489233195005730735793636095676517514800944307810111683882323087023868142073276035036173085608587267521564897834307417549425895902527693180733657682700229676989869726742645225360443868125201354183203640664180389396755384434873866921944733041862831206794147817722205944890668028131171136849358413971249175725597024650098523457054858001833201963717427337111405095934298240434702838812609382411144433848809289744061767369434945314659774503960996976838724947988444999149094593412999182992090863474207587756266766663039525245593659548512901259461656734
523,176,162266749034788675307486115443075640740182688796144173567019689784025017324184886177707487609123152078541098643869487615405697732845839824405809967415941477686413552722966247332282632689165951791212346126162750936571776991055102255221295651635756525040838400078493107875375499048651224347657733851270232654184222578139406960739018333757873234285396141178600267268748937574131999338755502611890352
-381,960,9558367362021885330292065900448249857158311589844721962879256085026662330866169992730285333504560466979585906030049936186281244651895616777956689419558248252920585817985387704875406476077357730599052615156472257100403937883514283827272458246515018759094927213460843549573406541516453572882811517762405091150062213150856873756631385185686889498380843827784004126588180405209504782748767684227683657249594582042108544036100386898781451002695818481120359856813739133631735553901699679483815044223271648043434819276428316890220902156731755182474824997846159397426434852848103167106984257090919198983818760330198565738120021914918563909692134784089448587255108323233734799609076962108782927625648549717209974980668677805092240059990427441739422948711637891438550787210050960859374678553342409796183847644021660902440094305601964987055246803357485649677531168785895666720657834655511379461142493839756736514907937809428208111392214064680697410565767280335411016750141158981569507727894212039669805752280722910009380236760133175581572654372708464945519975124286489532709111222573085686674872377943207486785801336888254250958529953206816590291790648909542514139661850716761881914737479600483944028226728594669027623944938656010631693649180283594911192572779301940333115462962049473017870146567596421050547280462041710033277446723991096474284098919682245085473704751802803788750782396356555981202156003086639071830909670142580464897693246297689873531294636988397170399277843134020467264282196451659943491705620397619296376477266891457908942212353062061723787358857393719282346790586717596191195688391432985645194665601008500535410748334270572311178969417582035793872326732557512940062290029437665057530816991309103544826971451584715092680001020181902690728863407880806545382096193101408359198806985248459469413260719956549325308292607762152367640427936257389154774804500097448957636939194867018647284596737048575999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999950
380,928,766517246951906416021455407493630051566097542283306445429975712689269002241963369662585571152344899003312558272012172206049625370458105185427029896542877381024147055740887452942978772307748192155384532549288143466544117282724685216349322459007046504448914159468819263662400547858744486211784246689972503890228765017845093963779941127561215161586294853164255673806850020586484398496175694666191461361024221157755704052995425624951707050143749865324603458898628458268968515162282209283104571008510299439978849237146288123316609198690134185828339287554499506039496205753829734773711584275271654231208584782101584654762632287693822637913551555567849833213819092874527929611257717163564525752394929729366412594201849324662987840470507262874142700218221556280817137378861138806971947496616497387299675414126542599487574272961503643055728948400701595168060781899594690258308660271120764126921409416771381028026743969661734686420659088179656838605406031213354524532158423759652357348622081646616707044795280559490030655495374262955351653638176500903150368690038508319660201208321228954896923827907528991965200623261330709001116853505539198370712015937451562802951112837751085650851473626645229395783139013333981165574033045714178786999739120714015170706422978025271234974489575920546790153176027528399763872701583006289447975749858356263565785717521107491632472587448383729566974710335064581511344174534593895343600989724026298564303671481763657840416147500122190681487253208846524611208148118318966202586296107459222396317555137056298876239050854643555432550099113863621068664587480461276844738210093978581925476107768129206596420868316729619395744513206610910003007556032717847233810376380281130973084375947641587669157946911214934874956342422047570050767441721756412822065693206419328858549109384749160420100976176467371757394109662255633406576070300467389452867679305278527622405418220406423773910513618000869785266879419391210469475141403307200394259205030921311191940079613295324525139851660661448404778188090136803494998807157221173981275130800225048286916805448629393822494854302269590738635784492007378302929425483885875636179050658421355142652184955183668406609610486054583212351667658410771799772982437213461379121513677854363445623257823185897726451580460592041037022380309508675053908684507900619580671614811694866763891848508462073156837900031262406271572842773250712949510517345297948685117562327914412343394787313930887904098099272090368582031026028037197042693679959117670430912854326674448331609981996267584782479987887702589799288156871181802787308008871628652406472764664152632435648032974638542089330239431410006209136451730740370235331859702125506596249439748102186684192522503314796799315329963283369250575381669664828592769073017715163277
-137,144,63708717381247861841182616291356534373711642773756847120291210786024386828110496195538408541399667331347621162040492392564612493395424177880628868686935437933360262424507198720775910419712130236624297480419399634557904200517799815616339247475658150180595343449836054056764117784476948835303036764959289320144907
186,524,850343467002636942531874739908560495092324851013890828152071094011093692618748392443182866133552437052267503884353656130921469994847538549360554916951061324753631891168504263865300102109284944879477485020690752675937088095404575733409080821154468726871573857888246743019948684999952997291076422357378504541107188549161073212250965825293044158270847527568174950904020455008261592013352081158463668263385993182563434906028255223624335636096553820613935200579321246580753737622701644950721359579703301274632160223763788425222976730956085267807981250235923211221970916373150168442524532062294776309226920490477881708663680152844914433705630605236938910250529091751414189744652216062437245434874245078230585865629396057020714456501231587471414747063675849197577435023722160142968590663412199694417641847406588502781361571028436733372484032226498485068238227937610033280636800183259453700259625514983583842023231009397282625474436215166337976101309249209472041205330482281690660630077122927261067802149187465763837897167814137651577841962934948980861828633657041636339235424639451333755584341854021698345509237216395479134194749441401273325942105453660962747862394122551752478282035720737918998186289776012613207739776609888764108971804873132512055272944466631405673543809447214923061684084170758326140842158034021701265971297747989864759331548847761782423233426080105575858989769732569186141478576669917550201267375172645107531868
-530,-296,-87
-195,85,100140253328453899494506997059845948876248360208192710258703340107188607793155063635811515105559240430619077757390331456723193970237417715907213278114795684814453122
319,167,156189085342419872732817457816695404577168158269278604569562156962425232951377299366695797459509545733894409765087831658121891016683731580858742061634298257924214207021839962731680194020113125269980396936863446003818185562025818655668834475895652541653951402373504637424613899724344960556499838636627517909118980354786219410536520444145872664557457814831766452589159464148
-69,-877,28
-291,-425,-27
572,-135,189
-766,-236,-146
-232,662,25585211362475971987362721671385823442982435826093412362888804567333720934985661252248271605829174266066871517991062306379286478688526859562138238906314834088924667847883423120811072301532727887059949881262043958349092854751295604373638471328751883337258419222539597184754598014206063777487962966917862672357307242251308208560536591640680465657288203273729775039921988788622937298045497275438601764846287622985544023626409100560394453791372058938317266359888861680270465451378148692238753138575647924906912320538323156103403519238617966199847656241811633126366090714982748067114325670115335664723909133936436329330991368063087772012533777494902020994043388909919032820649745200919453999973279594328711721554787899417973057701303578715377321826910149665754672749342684002573132364883656762954243154889222130375532173329309813577535252201354953542776242465014417404610820547568466439715988995384173847778186852322833645583453582480675052232254829580658217285737347268959007023542860542014050068965281451085345112474543532175151451531144981524874853719655579541578816615788114275813760170761267645374198661742881356705054608321718268975112985690215485725392333037718500179106980989721843894052607072660979314663217996711809866759416600526470077784943727293474658670535231053272644725097023967090170914221271560178766355103759534697052833438981687046347403349955868990831984916724909781924916598295373278394621758986348883975804001809303785802724588665266283907568154269613950997171274829497507717406820120884499103592977408306106511958603912709758602798149608928300156668485096542235222664603455372040881762144412413887663070753728916397621254906463656851190562807745545674796447786072222180280922660265950920817726745623572548898078122200521899413397273110105665809291084254460270614253464135565183207076610029074759831430645620423989738355610833540001566675744371769332
-592,225,17420739036775013916025624159740287614802854868019627642155126190536733721256089810285570254447951980146766562123541621893293440160510449526677428568839883447350731194669462026419107264506303216712265317833557715921685345781687964169887627185381155765377550792707601905298326329870023890187380384674696440953826279092913949368018617747134989677696954046143913745552912663143917626773058189365408007985301595676241642605210152140810407005959800271135892459866991538685966230880393591212555205738343744314988725818693637847900390523
-422,-300,-60
-953,465,23207218638759394150481033158492691122468638364605859244263371674060312579942940835863927584304894487152831018956848991733899445777134011743006351797187353596339338263362132066464390350656667164252474590536244397988863792561041001909234640416028271602669479950874921973862357108791445684982612181590581891702994522368437954005049772393043630221448015441314740447472676272794644592711918508029390382443083143649393394063606470388183750328547798975450910845704972909217204056941055595440881628406830510541144341275321448167430715899048460322349401969837630149261745383230316958755726035770791997443005087740578564281824417390872173956701980316215282748987729334298054311335752442410383083198084923828778096818513944133163589682558232784298506651467334070240398384890889010605930056606939234922499193180883893306783902219656008091907425330256665353313040316207790570061796441216738221975174420579107086718589530451795154207745428193726167118082949023120689755433307940227115282074733347014274234200853230487921894139004522240623873408078773766052672038395016362823019263786590467950086605871188116273207745600751888402815895403266577046344521540612910687875194409527546329476088510802926121549068480044188123034842874403693713247776031494140432
-738,282,9337885536503846558793398959920294989108642951633833237408219064647820661600426479611910453429324943535557317621732828982720548629907705446911085003524524264371394146753687423365908873665985227069217835163216746411993924097747410527880306275725699663324507092497689855035422454621140656600420780482785406695504673416326953101630699489972419376019889213381438374008536360164168959836826012396783211212516754445394388751560266863739388024108236737743918112182204030920251799874039563465187667117987799091623747249371986180864700283693506770270944769948631889172770951547521646300593071946465052899167963825396111699669971125793653251550172838312630634699647401928530664322535043893016368512885
-388,391,347625912427726512448531090103330803359863859505930080355747874150674517678217011554076231314333623814820753776413715364816847956003433310897222117271084651023745481826949868027544514017104195255899680094787626525040788596013079618928513901904632245265163438974507691340840985495375209456946877512645791355159962487565599896407487070171080276407112864459987929369888057469598170700001984169467430428146852066754969298870582839423081892073699380971493414694204441786315011855495154181001366965783955393842869708460928150199691468148042403487856337409660415853841780105661961439988187160361163736732590633885197872696469335115903884959822452422794320623441994697519298823954590426289770072193311200094899882922702238151123142344102969993913788816786203468808951647019792215065624832353578354391148005879148955401309430256161730847430814219565834024544635441925489856905381561203328777814399915409793182098074076236573077912378377403550076911235767113989980315415906464410097047164863196949514092848129051981088431940
